Date,Amount,Expense_Type,Category,Description
04-01-2024,1721,Expense,Healthcare,Payment for Doctor Visits
14-06-2025,1584,Expense,Miscellaneous,Payment for Gifts
28-01-2023,1615,Expense,Groceries,Payment for Dairy
15-10-2022,1000,Expense,Travel,Payment for Flights
21-08-2023,2964,Expense,Personal Care,Payment for Cosmetics
12-08-2023,2542,Expense,Miscellaneous,Payment for Unexpected Expenses
15-12-2024,1391,Expense,Miscellaneous,Payment for Gifts
13-02-2024,781,Income,Savings & Investments,Payment for Stocks
25-01-2023,4383,Expense,Healthcare,Payment for Medicines
07-09-2024,588,Expense,Transportation,Payment for Public Transport
12-11-2022,818,Expense,Insurance,Payment for Vehicle Insurance
08-08-2023,2906,Income,Healthcare,Payment for Health Insurance
20-11-2023,3775,Expense,Personal Care,Payment for Gym Membership
06-04-2024,2171,Expense,Clothing,Payment for Shoes
20-08-2023,1784,Income,Entertainment,Payment for Movies
25-02-2024,4441,Expense,Housing,Payment for Rent
30-04-2023,63,Income,Groceries,Payment for Vegetables
11-12-2022,4757,Expense,Clothing,Payment for Accessories
19-02-2024,3724,Expense,Transportation,Payment for Car Maintenance
26-08-2023,4540,Expense,Transportation,Payment for Public Transport
16-08-2024,240,Expense,Personal Care,Payment for Cosmetics
16-07-2024,2914,Expense,Education,Payment for Books
22-07-2025,4152,Income,Groceries,Payment for Vegetables
20-05-2024,1154,Income,Groceries,Payment for Meat
08-09-2025,2862,Income,Miscellaneous,Payment for Gifts
19-08-2023,701,Income,Clothing,Payment for Accessories
16-06-2025,1430,Expense,Savings & Investments,Payment for Fixed Deposits
14-09-2024,851,Expense,Healthcare,Payment for Doctor
20-09-2024,4594,Income,Travel,Payment for Hotels
02-07-2023,2171,Income,Entertainment,Payment for Games
17-03-2024,2034,Expense,Healthcare,Payment for Doctor Visits
27-02-2023,4190,Expense,Education,Payment for Books
10-05-2025,1602,Expense,Dining Out,Payment for Takeaway
14-06-2023,2842,Expense,Miscellaneous,Payment for Unexpected Expenses
18-08-2023,2773,Expense,Dining Out,Payment for Cafes
11-07-2025,2072,Income,Utilities,Payment for Water
13-02-2025,4720,Expense,Insurance,Payment for Vehicle Insurance
16-08-2024,1480,Income,Clothing,Payment for Formal Wear
04-08-2023,4238,Income,Personal Care,Payment for Gym Membership
09-12-2024,2563,Income,Debt Payments,Payment for EMI
12-09-2025,653,Expense,Debt Payments,Payment for EMI
09-06-2024,376,Expense,Debt Payments,Payment for Loans
14-01-2024,3888,Income,Travel,Payment for Flights
02-01-2024,2825,Expense,Education,Payment for Books
20-12-2024,3689,Expense,Entertainment,Payment for Concerts
21-01-2025,640,Expense,Groceries,Payment for Meat
26-07-2024,1488,Income,Transportation,Payment for Fuel
17-06-2023,3620,Expense,Education,Payment for Books
18-09-2023,900,Expense,Entertainment,Payment for Games
06-11-2024,489,Income,Education,Payment for Books
27-03-2023,3045,Income,Healthcare,Payment for Medicines
03-12-2022,4473,Income,Travel,Payment for Hotels
26-12-2024,1715,Income,Debt Payments,Payment for Loans
18-03-2023,2958,Expense,Utilities,Payment for Gas
15-01-2024,1307,Expense,Debt Payments,Payment for Credit Card
15-03-2024,1594,Expense,Miscellaneous,Payment for Unexpected Expenses
11-12-2023,1955,Income,Miscellaneous,Payment for Donations
10-01-2025,3729,Expense,Entertainment,Payment for Movies
13-05-2023,1865,Expense,Healthcare,Payment for Medicines
14-12-2023,2326,Expense,Debt Payments,Payment for Loans
29-10-2023,3366,Expense,Clothing,Payment for Shoes
25-09-2024,1500,Income,Savings & Investments,Payment for Stocks
21-12-2022,2097,Expense,Insurance,Payment for Life Insurance
31-07-2025,4889,Expense,Transportation,Payment for Fuel
21-08-2024,3594,Expense,Travel,Payment for Hotels
03-02-2024,4956,Expense,Personal Care,Payment for Cosmetics
25-05-2025,3684,Income,Debt Payments,Payment for Loans
16-09-2023,223,Income,Utilities,Payment for Water
13-09-2025,1148,Expense,Entertainment,Payment for Streaming Services
07-11-2022,1172,Expense,Entertainment,Payment for Streaming Services
29-06-2024,2610,Expense,Housing,Payment for Repairs
20-03-2023,2092,Income,Insurance,Payment for Home Insurance
14-06-2023,3828,Expense,Travel,Payment for Sightseeing
27-02-2024,2226,Expense,Savings & Investments,Payment for Mutual Funds
27-09-2024,2471,Expense,Healthcare,Payment for Medicines
04-03-2024,4381,Income,Groceries,Payment for Meat
14-01-2025,4887,Income,Clothing,Payment for Accessories
23-01-2023,3822,Expense,Clothing,Payment for Shoes
31-03-2023,1742,Expense,Entertainment,Payment for Concerts
09-03-2023,340,Expense,Debt Payments,Payment for Credit Card
24-03-2024,3981,Expense,Clothing,Payment for Accessories
14-01-2025,1468,Expense,Debt Payments,Payment for Loans
22-09-2025,2038,Income,Utilities,Payment for Gas
26-09-2025,617,Income,Insurance,Payment for Life Insurance
19-12-2023,3088,Income,Personal Care,Payment for Salon
18-11-2023,2395,Expense,Dining Out,Payment for Restaurants
13-03-2024,3193,Expense,Personal Care,Payment for Salon
13-12-2023,2353,Expense,Personal Care,Payment for Gym Membership
05-10-2024,358,Income,Personal Care,Payment for Salon
05-01-2024,2188,Expense,Savings & Investments,Payment for Fixed Deposits
29-10-2023,2246,Expense,Housing,Payment for Rent
08-09-2024,511,Expense,Groceries,Payment for Meat
28-10-2023,4780,Income,Dining Out,Payment for Takeaway
20-08-2023,3870,Expense,Insurance,Payment for Vehicle Insurance
17-10-2024,4782,Expense,Dining Out,Payment for Takeaway
26-09-2025,695,Expense,Travel,Payment for Sightseeing
01-07-2024,4663,Expense,Personal Care,Payment for Cosmetics
30-04-2023,1446,Income,Dining Out,Payment for Restaurants
02-10-2023,3318,Expense,Insurance,Payment for Vehicle Insurance
16-11-2022,4335,Expense,Miscellaneous,Payment for Unexpected Expenses
08-09-2025,3924,Expense,Debt Payments,Payment for Loans
08-02-2023,4224,Expense,Insurance,Payment for Life Insurance
23-06-2025,1620,Income,Entertainment,Payment for Concerts
22-11-2024,865,Income,Utilities,Payment for Internet
06-10-2023,1955,Expense,Groceries,Payment for Fruits
20-01-2024,4217,Income,Clothing,Payment for Formal Wear
07-01-2025,2140,Expense,Utilities,Payment for Water
09-07-2024,4948,Income,Savings & Investments,Payment for Mutual Funds
10-08-2024,3254,Income,Entertainment,Payment for Streaming Services
16-08-2024,3920,Expense,Housing,Payment for Mortgage
19-12-2022,1179,Income,Groceries,Payment for Vegetables
24-12-2022,2105,Expense,Savings & Investments,Payment for Stocks
11-05-2023,1847,Expense,Travel,Payment for Sightseeing
14-10-2022,3464,Expense,Housing,Payment for Mortgage
28-12-2024,2534,Expense,Education,Payment for Tuition
10-03-2023,738,Income,Transportation,Payment for Public Transport
24-02-2024,3513,Expense,Housing,Payment for Mortgage
13-09-2023,625,Expense,Healthcare,Payment for Doctor Visits
09-08-2024,3060,Expense,Travel,Payment for Local Transport
28-03-2023,3952,Expense,Transportation,Payment for Taxi
10-10-2024,4865,Expense,Travel,Payment for Flights
19-07-2024,4371,Expense,Insurance,Payment for Home Insurance
03-02-2024,3920,Expense,Personal Care,Payment for Gym Membership
08-04-2025,2889,Income,Travel,Payment for Flights
03-02-2023,3124,Income,Insurance,Payment for Life Insurance
15-04-2024,4690,Expense,Personal Care,Payment for Cosmetics
31-03-2024,2575,Income,Utilities,Payment for Internet
25-12-2023,3531,Income,Savings & Investments,Payment for Mutual Funds
12-01-2024,2067,Income,Entertainment,Payment for Concerts
12-06-2025,3428,Expense,Debt Payments,Payment for Loans
05-10-2024,3335,Expense,Miscellaneous,Payment for Donations
10-05-2023,3151,Expense,Dining Out,Payment for Restaurants
01-03-2023,4564,Expense,Transportation,Payment for Taxi
10-04-2024,3658,Expense,Clothing,Payment for Shoes
14-09-2023,1101,Expense,Groceries,Payment for Fruits
12-09-2023,4754,Expense,Savings & Investments,Payment for Mutual Funds
29-03-2023,136,Expense,Education,Payment for Books
26-06-2024,3147,Expense,Insurance,Payment for Life Insurance
12-07-2025,4858,Expense,Travel,Payment for Flights
26-03-2023,2489,Expense,Miscellaneous,Payment for Gifts
26-08-2025,1327,Expense,Travel,Payment for Flights
08-11-2024,569,Expense,Entertainment,Payment for Games
10-03-2025,436,Expense,Entertainment,Payment for Concerts
21-07-2025,63,Expense,Education,Payment for Books
10-07-2025,4236,Expense,Clothing,Payment for Formal Wear
01-12-2022,3525,Expense,Miscellaneous,Payment for Gifts
27-10-2022,3626,Expense,Housing,Payment for Repairs
05-10-2023,53,Expense,Savings & Investments,Payment for Fixed Deposits
03-01-2023,3119,Expense,Clothing,Payment for Formal Wear
17-06-2025,3340,Expense,Savings & Investments,Payment for Fixed Deposits
19-10-2022,3709,Expense,Clothing,Payment for Shoes
02-10-2024,4941,Expense,Transportation,Payment for Public Transport
02-09-2025,3988,Expense,Savings & Investments,Payment for Stocks
03-12-2022,4361,Expense,Debt Payments,Payment for Loans
23-05-2024,1652,Expense,Miscellaneous,Payment for Unexpected Expenses
01-09-2023,4849,Income,Debt Payments,Payment for Credit Card
29-01-2023,4876,Expense,Healthcare,Payment for Health Insurance
19-12-2023,4023,Expense,Groceries,Payment for Vegetables
31-05-2024,2592,Expense,Entertainment,Payment for Streaming Services
30-07-2024,1692,Expense,Miscellaneous,Payment for Gifts
04-06-2024,1539,Income,Utilities,Payment for Water
13-03-2025,4108,Expense,Dining Out,Payment for Takeaway
06-07-2023,3283,Expense,Clothing,Payment for Casual Wear
30-08-2025,1745,Income,Education,Payment for Courses
16-05-2024,1436,Expense,Clothing,Payment for Accessories
31-08-2024,4842,Expense,Education,Payment for Books
07-09-2025,1247,Expense,Groceries,Payment for Snacks
26-04-2023,2335,Income,Personal Care,Payment for Cosmetics
01-02-2023,1037,Expense,Groceries,Payment for Vegetables
02-02-2024,4039,Expense,Utilities,Payment for Gas
15-05-2025,3009,Income,Healthcare,Payment for Health Insurance
25-05-2025,1311,Income,Savings & Investments,Payment for Mutual Funds
01-05-2024,4775,Income,Travel,Payment for Flights
13-11-2024,1305,Expense,Transportation,Payment for Public Transport
13-06-2023,637,Income,Debt Payments,Payment for EMI
16-05-2023,1590,Income,Education,Payment for Stationery
05-04-2023,843,Expense,Healthcare,Payment for Doctor Visits
08-10-2022,3966,Expense,Education,Payment for Courses
04-08-2024,2070,Expense,Transportation,Payment for Fuel
12-02-2024,168,Expense,Travel,Payment for Hotels
22-12-2022,1263,Income,Savings & Investments,Payment for Fixed Deposits
16-11-2022,663,Expense,Groceries,Payment for Snacks
13-01-2025,4631,Income,Housing,Payment for Repairs
02-07-2025,4467,Expense,Healthcare,Payment for Doctor Visits
17-08-2024,4284,Expense,Education,Payment for Stationery
20-10-2023,3523,Income,Healthcare,Payment for Doctor
25-05-2025,3347,Expense,Healthcare,Payment for Health Insurance
30-06-2025,1339,Expense,Debt Payments,Payment for Loans
04-05-2023,2430,Income,Education,Payment for Tuition
29-06-2025,273,Expense,Transportation,Payment for Taxi
10-06-2023,4717,Expense,Travel,Payment for Flights
22-05-2023,2873,Expense,Debt Payments,Payment for Credit Card
13-08-2025,3064,Expense,Transportation,Payment for Public Transport
26-06-2023,2690,Expense,Insurance,Payment for Vehicle Insurance
29-01-2023,4954,Income,Savings & Investments,Payment for Mutual Funds
15-07-2024,1036,Income,Dining Out,Payment for Cafes
14-06-2023,1073,Expense,Insurance,Payment for Life Insurance
03-05-2025,1593,Income,Dining Out,Payment for Cafes
14-11-2022,1322,Expense,Debt Payments,Payment for Loans
07-02-2025,1829,Expense,Groceries,Payment for Meat
06-03-2024,1750,Income,Entertainment,Payment for Streaming Services
04-03-2025,3980,Income,Miscellaneous,Payment for Donations
24-04-2023,2284,Expense,Healthcare,Payment for Health Insurance
14-10-2024,4394,Expense,Healthcare,Payment for Medicines
24-02-2023,3248,Expense,Debt Payments,Payment for Credit Card
10-12-2023,3209,Expense,Savings & Investments,Payment for Mutual Funds
02-03-2023,4033,Income,Groceries,Payment for Vegetables
21-09-2023,1073,Expense,Utilities,Payment for Electricity
28-12-2023,3889,Income,Savings & Investments,Payment for Fixed Deposits
12-11-2024,875,Expense,Groceries,Payment for Dairy
18-06-2024,2786,Expense,Miscellaneous,Payment for Gifts
07-01-2025,3456,Expense,Entertainment,Payment for Concerts
27-01-2024,2824,Expense,Groceries,Payment for Fruits
14-03-2024,4682,Expense,Miscellaneous,Payment for Unexpected Expenses
16-04-2023,541,Expense,Insurance,Payment for Life Insurance
04-10-2023,1909,Expense,Savings & Investments,Payment for Mutual Funds
08-07-2025,2389,Expense,Utilities,Payment for Phone
28-01-2025,641,Expense,Transportation,Payment for Taxi
03-06-2023,2784,Expense,Debt Payments,Payment for Credit Card
24-11-2024,1542,Income,Healthcare,Payment for Health Insurance
19-06-2023,997,Income,Savings & Investments,Payment for Fixed Deposits
14-09-2025,1625,Income,Entertainment,Payment for Concerts
29-10-2022,732,Expense,Housing,Payment for Property Tax
25-05-2024,678,Income,Travel,Payment for Sightseeing
12-02-2024,4738,Expense,Dining Out,Payment for Takeaway
02-03-2025,4532,Expense,Personal Care,Payment for Gym Membership
30-03-2024,4797,Income,Groceries,Payment for Fruits
14-01-2025,2290,Expense,Travel,Payment for Hotels
23-01-2025,3804,Income,Insurance,Payment for Life Insurance
03-06-2024,150,Expense,Education,Payment for Stationery
14-11-2023,1143,Expense,Transportation,Payment for Taxi
04-12-2023,2541,Expense,Travel,Payment for Local Transport
06-08-2024,3822,Income,Healthcare,Payment for Medicines
06-03-2023,482,Expense,Personal Care,Payment for Cosmetics
12-10-2022,586,Expense,Debt Payments,Payment for EMI
06-10-2023,650,Expense,Miscellaneous,Payment for Unexpected Expenses
11-05-2023,1716,Expense,Education,Payment for Stationery
21-02-2024,2805,Income,Utilities,Payment for Gas
23-05-2024,368,Expense,Savings & Investments,Payment for Stocks
02-05-2023,4991,Expense,Miscellaneous,Payment for Gifts
12-06-2025,1912,Income,Groceries,Payment for Meat
15-01-2025,3782,Expense,Miscellaneous,Payment for Donations
24-09-2024,1577,Expense,Dining Out,Payment for Takeaway
04-04-2024,120,Expense,Dining Out,Payment for Cafes
29-08-2025,493,Income,Housing,Payment for Repairs
04-08-2024,4744,Income,Personal Care,Payment for Cosmetics
17-02-2025,436,Expense,Dining Out,Payment for Cafes
08-07-2023,1919,Expense,Insurance,Payment for Life Insurance
14-09-2025,4698,Income,Utilities,Payment for Phone
09-01-2025,2061,Expense,Personal Care,Payment for Gym Membership
18-03-2024,2971,Income,Personal Care,Payment for Gym Membership
08-04-2025,3401,Expense,Savings & Investments,Payment for Mutual Funds
17-01-2025,329,Expense,Dining Out,Payment for Takeaway
03-05-2025,820,Expense,Debt Payments,Payment for EMI
24-07-2024,1003,Expense,Personal Care,Payment for Cosmetics
04-12-2022,4474,Expense,Healthcare,Payment for Medicines
04-10-2022,1609,Expense,Housing,Payment for Repairs
26-06-2024,2547,Expense,Dining Out,Payment for Restaurants
08-08-2023,3496,Expense,Debt Payments,Payment for Loans
15-04-2024,3417,Income,Healthcare,Payment for Health Insurance
01-01-2025,3597,Expense,Miscellaneous,Payment for Unexpected Expenses
16-02-2024,2490,Income,Housing,Payment for Repairs
20-07-2025,158,Expense,Miscellaneous,Payment for Gifts
20-04-2023,4504,Income,Transportation,Payment for Taxi
21-07-2024,1005,Expense,Savings & Investments,Payment for Mutual Funds
11-12-2024,3410,Income,Housing,Payment for Repairs
06-11-2023,3539,Expense,Savings & Investments,Payment for Stocks
17-03-2024,367,Expense,Clothing,Payment for Accessories
27-04-2024,390,Expense,Personal Care,Payment for Cosmetics
30-10-2024,4494,Expense,Utilities,Payment for Phone
23-01-2023,2124,Expense,Dining Out,Payment for Takeaway
17-06-2024,687,Expense,Transportation,Payment for Car Maintenance
16-10-2024,4546,Expense,Clothing,Payment for Shoes
11-01-2023,4513,Expense,Utilities,Payment for Phone
05-02-2024,2440,Income,Debt Payments,Payment for Loans
13-11-2022,4038,Expense,Groceries,Payment for Meat
29-12-2024,3243,Expense,Utilities,Payment for Water
06-06-2025,3986,Expense,Personal Care,Payment for Salon
15-05-2025,4331,Expense,Travel,Payment for Hotels
20-01-2025,2416,Expense,Healthcare,Payment for Medicines
21-12-2023,3052,Income,Insurance,Payment for Vehicle Insurance
